linearizenn_2024,onnx/AllInOne_120_30.onnx,vnnlib/prop_120_30_3.vnnlib,prepared,unsat,426.64
linearizenn_2024,onnx/AllInOne_120_30.onnx,vnnlib/prop_120_30_4.vnnlib,prepared,unsat,429.07
linearizenn_2024,onnx/AllInOne_120_50.onnx,vnnlib/prop_120_50.vnnlib,prepared,unsat,434.35
linearizenn_2024,onnx/AllInOne_120_50.onnx,vnnlib/prop_120_50_0.vnnlib,prepared,unsat,428.07
linearizenn_2024,onnx/AllInOne_120_50.onnx,vnnlib/prop_120_50_1.vnnlib,prepared,unsat,430.57
linearizenn_2024,onnx/AllInOne_120_50.onnx,vnnlib/prop_120_50_2.vnnlib,prepared,unsat,430.71
linearizenn_2024,onnx/AllInOne_120_50.onnx,vnnlib/prop_120_50_3.vnnlib,prepared,unsat,428.77
linearizenn_2024,onnx/AllInOne_120_50.onnx,vnnlib/prop_120_50_4.vnnlib,prepared,unsat,428.88
linearizenn_2024,onnx/AllInOne_120_120.onnx,vnnlib/prop_120_120.vnnlib,prepared,unsat,512
linearizenn_2024,onnx/AllInOne_120_120.onnx,vnnlib/prop_120_120_0.vnnlib,prepared,unsat,7,linearizenn-row56-clean-86eb26db-r2-20260731T062243Z
linearizenn_2024,onnx/AllInOne_120_120.onnx,vnnlib/prop_120_120_1.vnnlib,prepared,unsat,799.03
linearizenn_2024,onnx/AllInOne_120_120.onnx,vnnlib/prop_120_120_2.vnnlib,prepared,unsat,380.49
linearizenn_2024,onnx/AllInOne_120_120.onnx,vnnlib/prop_120_120_3.vnnlib,prepared,unsat,360.84
linearizenn_2024,onnx/AllInOne_120_120.onnx,vnnlib/prop_120_120_4.vnnlib,prepared,unsat,359.42
linearizenn_2024,onnx/test_nano.onnx,vnnlib/test_nano.vnnlib,0,unsat,1
