cat,onnx,vnnlib,prepared,verdict,secs
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_41_RSPLITTER_cifar_biasfield_vnncomp2022_prop_41.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_41.vnnlib,0,unknown,175
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_46.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_46.vnnlib,0,timeout,61
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_43_RSPLITTER_cifar_biasfield_vnncomp2022_prop_43.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_43.vnnlib,0,unknown,175
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_46_RSPLITTER_cifar_biasfield_vnncomp2022_prop_46.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_46.vnnlib,0,unknown,175
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_49.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_49.vnnlib,0,timeout,61
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_50.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_50.vnnlib,0,timeout,62
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_49_RSPLITTER_cifar_biasfield_vnncomp2022_prop_49.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_49.vnnlib,0,unknown,175
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_52.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_52.vnnlib,0,timeout,61
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_50_RSPLITTER_cifar_biasfield_vnncomp2022_prop_50.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_50.vnnlib,0,unknown,175
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_52_RSPLITTER_cifar_biasfield_vnncomp2022_prop_52.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_52.vnnlib,0,unknown,175
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_60.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_60.vnnlib,0,timeout,61
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_60_RSPLITTER_cifar_biasfield_vnncomp2022_prop_60.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_60.vnnlib,0,unknown,176
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_63.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_63.vnnlib,0,timeout,62
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_63_RSPLITTER_cifar_biasfield_vnncomp2022_prop_63.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_63.vnnlib,0,unknown,176
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_64.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_64.vnnlib,0,timeout,61
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_64_RSPLITTER_cifar_biasfield_vnncomp2022_prop_64.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_64.vnnlib,0,unknown,176
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_65.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_65.vnnlib,0,timeout,61
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_65_RSPLITTER_cifar_biasfield_vnncomp2022_prop_65.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_65.vnnlib,0,unknown,175
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_66.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_66.vnnlib,0,timeout,61
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_66_RSPLITTER_cifar_biasfield_vnncomp2022_prop_66.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_66.vnnlib,0,unknown,175
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_69.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_69.vnnlib,0,timeout,61
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_69_RSPLITTER_cifar_biasfield_vnncomp2022_prop_69.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_69.vnnlib,0,unknown,176
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_70.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_70.vnnlib,0,timeout,61
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_70_RSPLITTER_cifar_biasfield_vnncomp2022_prop_70.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_70.vnnlib,0,unknown,175
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_8.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_8.vnnlib,0,timeout,61
relusplitter,onnx/mnist_fc_vnncomp2022_mnist-net_256x6_RSPLITTER_mnist_fc_vnncomp2022_prop_13_0.03.onnx,vnnlib/mnist_fc_vnncomp2022_prop_13_0.03.vnnlib,0,timeout,95
relusplitter,onnx/cifar_biasfield_vnncomp2022_cifar_bias_field_8_RSPLITTER_cifar_biasfield_vnncomp2022_prop_8.onnx,vnnlib/cifar_biasfield_vnncomp2022_prop_8.vnnlib,0,unknown,175
relusplitter,onnx/mnist_fc_vnncomp2022_mnist-net_256x6_RSPLITTER_mnist_fc_vnncomp2022_prop_9_0.05.onnx,vnnlib/mnist_fc_vnncomp2022_prop_9_0.05.vnnlib,0,timeout,95
relusplitter,onnx/oval21-benchmark_cifar_base_kw_RSPLITTER_oval21-benchmark_cifar_base_kw-img1204-eps0.024967320261437907.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img1204-eps0.024967320261437907.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_base_kw_RSPLITTER_oval21-benchmark_cifar_base_kw-img1900-eps0.03934640522875817.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img1900-eps0.03934640522875817.vnnlib,0,timeout,186
relusplitter,onnx/oval21-benchmark_cifar_base_kw_RSPLITTER_oval21-benchmark_cifar_base_kw-img2153-eps0.04196078431372549.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img2153-eps0.04196078431372549.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_base_kw_RSPLITTER_oval21-benchmark_cifar_base_kw-img2341-eps0.049150326797385624.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img2341-eps0.049150326797385624.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_base_kw_RSPLITTER_oval21-benchmark_cifar_base_kw-img2537-eps0.006666666666666667.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img2537-eps0.006666666666666667.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_base_kw_RSPLITTER_oval21-benchmark_cifar_base_kw-img3365-eps0.0407843137254902.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img3365-eps0.0407843137254902.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_base_kw_RSPLITTER_oval21-benchmark_cifar_base_kw-img395-eps0.003790849673202614.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img395-eps0.003790849673202614.vnnlib,0,timeout,186
relusplitter,onnx/oval21-benchmark_cifar_base_kw_RSPLITTER_oval21-benchmark_cifar_base_kw-img4386-eps0.011111111111111112.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img4386-eps0.011111111111111112.vnnlib,0,timeout,186
relusplitter,onnx/oval21-benchmark_cifar_base_kw.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img1204-eps0.024967320261437907.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_base_kw.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img1900-eps0.03934640522875817.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_base_kw_RSPLITTER_oval21-benchmark_cifar_base_kw-img6098-eps0.006666666666666666.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img6098-eps0.006666666666666666.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_base_kw.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img2153-eps0.04196078431372549.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_base_kw_RSPLITTER_oval21-benchmark_cifar_base_kw-img8258-eps0.005620915032679739.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img8258-eps0.005620915032679739.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_base_kw.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img2341-eps0.049150326797385624.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_base_kw.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img2537-eps0.006666666666666667.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_base_kw.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img3365-eps0.0407843137254902.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_base_kw.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img395-eps0.003790849673202614.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_base_kw.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img4386-eps0.011111111111111112.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_base_kw.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img6098-eps0.006666666666666666.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_base_kw.onnx,vnnlib/oval21-benchmark_cifar_base_kw-img8258-eps0.005620915032679739.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_deep_kw_RSPLITTER_oval21-benchmark_cifar_deep_kw-img2920-eps0.014248366013071896.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img2920-eps0.014248366013071896.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_deep_kw_RSPLITTER_oval21-benchmark_cifar_deep_kw-img3039-eps0.035686274509803925.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img3039-eps0.035686274509803925.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_deep_kw_RSPLITTER_oval21-benchmark_cifar_deep_kw-img3782-eps0.053202614379084974.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img3782-eps0.053202614379084974.vnnlib,0,timeout,186
relusplitter,onnx/oval21-benchmark_cifar_deep_kw_RSPLITTER_oval21-benchmark_cifar_deep_kw-img4387-eps0.04705882352941177.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img4387-eps0.04705882352941177.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_deep_kw_RSPLITTER_oval21-benchmark_cifar_deep_kw-img4740-eps0.01647058823529412.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img4740-eps0.01647058823529412.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_deep_kw_RSPLITTER_oval21-benchmark_cifar_deep_kw-img5988-eps0.037516339869281046.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img5988-eps0.037516339869281046.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_deep_kw_RSPLITTER_oval21-benchmark_cifar_deep_kw-img6254-eps0.013594771241830067.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img6254-eps0.013594771241830067.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_deep_kw_RSPLITTER_oval21-benchmark_cifar_deep_kw-img6995-eps0.00954248366013072.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img6995-eps0.00954248366013072.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_deep_kw.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img2920-eps0.014248366013071896.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_deep_kw.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img3039-eps0.035686274509803925.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_deep_kw.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img3782-eps0.053202614379084974.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_deep_kw.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img4387-eps0.04705882352941177.vnnlib,0,timeout,66
relusplitter,onnx/oval21-benchmark_cifar_deep_kw_RSPLITTER_oval21-benchmark_cifar_deep_kw-img7358-eps0.03869281045751634.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img7358-eps0.03869281045751634.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_deep_kw_RSPLITTER_oval21-benchmark_cifar_deep_kw-img917-eps0.04235294117647059.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img917-eps0.04235294117647059.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_deep_kw.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img4740-eps0.01647058823529412.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_deep_kw.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img5988-eps0.037516339869281046.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_deep_kw.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img6254-eps0.013594771241830067.vnnlib,0,timeout,66
relusplitter,onnx/oval21-benchmark_cifar_deep_kw.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img6995-eps0.00954248366013072.vnnlib,0,timeout,66
relusplitter,onnx/oval21-benchmark_cifar_deep_kw.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img7358-eps0.03869281045751634.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_deep_kw.onnx,vnnlib/oval21-benchmark_cifar_deep_kw-img917-eps0.04235294117647059.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_wide_kw_RSPLITTER_oval21-benchmark_cifar_wide_kw-img2440-eps0.010588235294117648.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img2440-eps0.010588235294117648.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_wide_kw_RSPLITTER_oval21-benchmark_cifar_wide_kw-img4279-eps0.02143790849673203.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img4279-eps0.02143790849673203.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_wide_kw_RSPLITTER_oval21-benchmark_cifar_wide_kw-img4351-eps0.03633986928104575.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img4351-eps0.03633986928104575.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_wide_kw_RSPLITTER_oval21-benchmark_cifar_wide_kw-img4409-eps0.021307189542483663.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img4409-eps0.021307189542483663.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_wide_kw_RSPLITTER_oval21-benchmark_cifar_wide_kw-img4760-eps0.0134640522875817.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img4760-eps0.0134640522875817.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_wide_kw_RSPLITTER_oval21-benchmark_cifar_wide_kw-img773-eps0.0026143790849673205.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img773-eps0.0026143790849673205.vnnlib,0,sat,0
relusplitter,onnx/oval21-benchmark_cifar_wide_kw_RSPLITTER_oval21-benchmark_cifar_wide_kw-img6947-eps0.019084967320261437.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img6947-eps0.019084967320261437.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_wide_kw_RSPLITTER_oval21-benchmark_cifar_wide_kw-img7176-eps0.004183006535947713.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img7176-eps0.004183006535947713.vnnlib,0,timeout,186
relusplitter,onnx/oval21-benchmark_cifar_wide_kw_RSPLITTER_oval21-benchmark_cifar_wide_kw-img7442-eps0.006666666666666667.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img7442-eps0.006666666666666667.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_wide_kw.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img2440-eps0.010588235294117648.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_wide_kw.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img4279-eps0.02143790849673203.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_wide_kw.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img4351-eps0.03633986928104575.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_wide_kw.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img4409-eps0.021307189542483663.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_wide_kw.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img4760-eps0.0134640522875817.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_wide_kw.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img6947-eps0.019084967320261437.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_wide_kw.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img773-eps0.0026143790849673205.vnnlib,0,sat,0
relusplitter,onnx/oval21-benchmark_cifar_wide_kw_RSPLITTER_oval21-benchmark_cifar_wide_kw-img7814-eps0.01738562091503268.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img7814-eps0.01738562091503268.vnnlib,0,timeout,185
relusplitter,onnx/oval21-benchmark_cifar_wide_kw.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img7176-eps0.004183006535947713.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_wide_kw.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img7442-eps0.006666666666666667.vnnlib,0,timeout,65
relusplitter,onnx/oval21-benchmark_cifar_wide_kw.onnx,vnnlib/oval21-benchmark_cifar_wide_kw-img7814-eps0.01738562091503268.vnnlib,0,timeout,65
